Algorithm,K=1,K=10,K=100,K=1000,
Seed TD,89.32852745056152,6.70778751373291,2.308382987976074,1.9735183715820312,
Seed LSVI,107.26284980773926,13.297343254089355,8.27451467514038,7.927187442779541,
