Algorithm,K=1,K=10,K=50,K=100,K=1000,
SeedSampling,4.064798355102539,15.337395668029785,5.573215484619141,3.6089587211608887,9.085715770721436,
Thompson,2.433300018310547,1.1745214462280273,0.710148811340332,0.738213062286377,1.091841459274292,
UCRL,1.5995502471923828,0.6825447082519531,0.44692039489746094,0.41460275650024414,0.8326244354248047,
