Algorithm,K=1,K=10,K=50,K=100,K=1000,
Thompson,3713.402032852173,1422.0659732818604,1440.6568336486816,1214.7574853897095,440.656610250473,
SeedSampling,26.552677154541016,20.468521118164062,19.216713905334473,19.2179536819458,19.164904832839966,
UCRL,11.617660522460938,5.4199934005737305,4.719982147216797,4.4989848136901855,4.640150785446167,
