Algorithm,K=1,K=10,K=100,K=1000,
Seed TD,13.508081436157227,8.509182929992676,21.593101024627686,161.35798931121826,
Seed LSVI,14.55235481262207,7.270359992980957,8.18448543548584,21.63519024848938,
