K,time_per_agent,throughput_per_agent,memory_per_agent,gpu_per_agent
10,9753.583550453186,0.00010252641963102233,92.580859375,1.7076171875
30,12680.021739006042,7.886421810491215e-05,9.241276041666667,0.0822265625
100,12400.671565532684,8.0640793905023e-05,17.9585546875,0.02466796875
300,12014.816442330679,8.323056825710575e-05,28.443424479166666,0.00822265625
