K,time_per_agent,throughput_per_agent,memory_per_agent,gpu_per_agent
10,7762.302398681641,0.0001288277560752904,87.518359375,1.7076171875
30,7648.427971204122,0.00013074582172505785,18.68359375,0.0822265625
100,6954.155340194702,0.00014379891605527495,15.4609375,0.02466796875
300,7021.503364245097,0.0001424196426497779,23.77359375,0.00822265625
